slug,recipe,country,category,role,label,filename,route_path,prompt
fish-couscous-tn,Tunisian Fish Couscous,Tunisia,seafood,process,Cooking process,fish-couscous-tn-4.webp,/tools/afrokitchen/recipes/fish-couscous-tn/,"Finished Tunisian Fish Couscous, seafood from Tunisia, mid-cooking pot or pan moment that explains the method."
fish-couscous-tn,Tunisian Fish Couscous,Tunisia,seafood,table,Table context,fish-couscous-tn-5.webp,/tools/afrokitchen/recipes/fish-couscous-tn/,"Finished Tunisian Fish Couscous, seafood from Tunisia, dish on table with realistic accompaniments and serving utensils."
tunisian-fricassee-tn,Tunisian Fricassee,Tunisia,street-food,hero,Finished dish hero,tunisian-fricassee-tn.webp,/tools/afrokitchen/recipes/tunisian-fricassee-tn/,"Finished Tunisian Fricassee, street-food from Tunisia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
tunisian-fricassee-tn,Tunisian Fricassee,Tunisia,street-food,serving,Serving detail,tunisian-fricassee-tn-2.webp,/tools/afrokitchen/recipes/tunisian-fricassee-tn/,"Finished Tunisian Fricassee, street-food from Tunisia, closer serving angle showing texture, garnish, side dish, and sauce."
tunisian-fricassee-tn,Tunisian Fricassee,Tunisia,street-food,ingredients,Ingredient setup,tunisian-fricassee-tn-3.webp,/tools/afrokitchen/recipes/tunisian-fricassee-tn/,"Finished Tunisian Fricassee, street-food from Tunisia, key ingredients arranged naturally before cooking, bright kitchen light."
tunisian-fricassee-tn,Tunisian Fricassee,Tunisia,street-food,process,Cooking process,tunisian-fricassee-tn-4.webp,/tools/afrokitchen/recipes/tunisian-fricassee-tn/,"Finished Tunisian Fricassee, street-food from Tunisia, mid-cooking pot or pan moment that explains the method."
tunisian-fricassee-tn,Tunisian Fricassee,Tunisia,street-food,table,Table context,tunisian-fricassee-tn-5.webp,/tools/afrokitchen/recipes/tunisian-fricassee-tn/,"Finished Tunisian Fricassee, street-food from Tunisia, dish on table with realistic accompaniments and serving utensils."
mloukhia-tn,Tunisian Mloukhia,Tunisia,stew,hero,Finished dish hero,mloukhia-tn.webp,/tools/afrokitchen/recipes/mloukhia-tn/,"Finished Tunisian Mloukhia, stew from Tunisia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mloukhia-tn,Tunisian Mloukhia,Tunisia,stew,serving,Serving detail,mloukhia-tn-2.webp,/tools/afrokitchen/recipes/mloukhia-tn/,"Finished Tunisian Mloukhia, stew from Tunisia, closer serving angle showing texture, garnish, side dish, and sauce."
mloukhia-tn,Tunisian Mloukhia,Tunisia,stew,ingredients,Ingredient setup,mloukhia-tn-3.webp,/tools/afrokitchen/recipes/mloukhia-tn/,"Finished Tunisian Mloukhia, stew from Tunisia, key ingredients arranged naturally before cooking, bright kitchen light."
mloukhia-tn,Tunisian Mloukhia,Tunisia,stew,process,Cooking process,mloukhia-tn-4.webp,/tools/afrokitchen/recipes/mloukhia-tn/,"Finished Tunisian Mloukhia, stew from Tunisia, mid-cooking pot or pan moment that explains the method."
mloukhia-tn,Tunisian Mloukhia,Tunisia,stew,table,Table context,mloukhia-tn-5.webp,/tools/afrokitchen/recipes/mloukhia-tn/,"Finished Tunisian Mloukhia, stew from Tunisia, dish on table with realistic accompaniments and serving utensils."
binyebwa-ug,Binyebwa,Uganda,sauce,hero,Finished dish hero,binyebwa-ug.webp,/tools/afrokitchen/recipes/binyebwa-ug/,"Finished Binyebwa, sauce from Uganda, plated finished dish in warm natural light, inspectable texture, no text, no logos."
binyebwa-ug,Binyebwa,Uganda,sauce,serving,Serving detail,binyebwa-ug-2.webp,/tools/afrokitchen/recipes/binyebwa-ug/,"Finished Binyebwa, sauce from Uganda, closer serving angle showing texture, garnish, side dish, and sauce."
binyebwa-ug,Binyebwa,Uganda,sauce,ingredients,Ingredient setup,binyebwa-ug-3.webp,/tools/afrokitchen/recipes/binyebwa-ug/,"Finished Binyebwa, sauce from Uganda, key ingredients arranged naturally before cooking, bright kitchen light."
binyebwa-ug,Binyebwa,Uganda,sauce,process,Cooking process,binyebwa-ug-4.webp,/tools/afrokitchen/recipes/binyebwa-ug/,"Finished Binyebwa, sauce from Uganda, mid-cooking pot or pan moment that explains the method."
binyebwa-ug,Binyebwa,Uganda,sauce,table,Table context,binyebwa-ug-5.webp,/tools/afrokitchen/recipes/binyebwa-ug/,"Finished Binyebwa, sauce from Uganda, dish on table with realistic accompaniments and serving utensils."
luwombo,Luwombo,Uganda,stew,hero,Finished dish hero,luwombo.webp,/tools/afrokitchen/recipes/luwombo/,"Finished Luwombo, stew from Uganda, plated finished dish in warm natural light, inspectable texture, no text, no logos."
luwombo,Luwombo,Uganda,stew,serving,Serving detail,luwombo-2.webp,/tools/afrokitchen/recipes/luwombo/,"Finished Luwombo, stew from Uganda, closer serving angle showing texture, garnish, side dish, and sauce."
luwombo,Luwombo,Uganda,stew,ingredients,Ingredient setup,luwombo-3.webp,/tools/afrokitchen/recipes/luwombo/,"Finished Luwombo, stew from Uganda, key ingredients arranged naturally before cooking, bright kitchen light."
luwombo,Luwombo,Uganda,stew,process,Cooking process,luwombo-4.webp,/tools/afrokitchen/recipes/luwombo/,"Finished Luwombo, stew from Uganda, mid-cooking pot or pan moment that explains the method."
luwombo,Luwombo,Uganda,stew,table,Table context,luwombo-5.webp,/tools/afrokitchen/recipes/luwombo/,"Finished Luwombo, stew from Uganda, dish on table with realistic accompaniments and serving utensils."
matoke,Matoke,Uganda,main,hero,Finished dish hero,matoke.webp,/tools/afrokitchen/recipes/matoke/,"Finished Matoke, main from Uganda, plated finished dish in warm natural light, inspectable texture, no text, no logos."
matoke,Matoke,Uganda,main,serving,Serving detail,matoke-2.webp,/tools/afrokitchen/recipes/matoke/,"Finished Matoke, main from Uganda, closer serving angle showing texture, garnish, side dish, and sauce."
matoke,Matoke,Uganda,main,ingredients,Ingredient setup,matoke-3.webp,/tools/afrokitchen/recipes/matoke/,"Finished Matoke, main from Uganda, key ingredients arranged naturally before cooking, bright kitchen light."
matoke,Matoke,Uganda,main,process,Cooking process,matoke-4.webp,/tools/afrokitchen/recipes/matoke/,"Finished Matoke, main from Uganda, mid-cooking pot or pan moment that explains the method."
matoke,Matoke,Uganda,main,table,Table context,matoke-5.webp,/tools/afrokitchen/recipes/matoke/,"Finished Matoke, main from Uganda, dish on table with realistic accompaniments and serving utensils."
rolex-uganda,Rolex,Uganda,snack,hero,Finished dish hero,rolex-uganda.webp,/tools/afrokitchen/recipes/rolex-uganda/,"Finished Rolex, snack from Uganda, plated finished dish in warm natural light, inspectable texture, no text, no logos."
rolex-uganda,Rolex,Uganda,snack,serving,Serving detail,rolex-uganda-2.webp,/tools/afrokitchen/recipes/rolex-uganda/,"Finished Rolex, snack from Uganda, closer serving angle showing texture, garnish, side dish, and sauce."
rolex-uganda,Rolex,Uganda,snack,ingredients,Ingredient setup,rolex-uganda-3.webp,/tools/afrokitchen/recipes/rolex-uganda/,"Finished Rolex, snack from Uganda, key ingredients arranged naturally before cooking, bright kitchen light."
rolex-uganda,Rolex,Uganda,snack,process,Cooking process,rolex-uganda-4.webp,/tools/afrokitchen/recipes/rolex-uganda/,"Finished Rolex, snack from Uganda, mid-cooking pot or pan moment that explains the method."
rolex-uganda,Rolex,Uganda,snack,table,Table context,rolex-uganda-5.webp,/tools/afrokitchen/recipes/rolex-uganda/,"Finished Rolex, snack from Uganda, dish on table with realistic accompaniments and serving utensils."
boulaghmane-eh,Boulaghmane,Western Sahara,breakfast,hero,Finished dish hero,boulaghmane-eh.webp,/tools/afrokitchen/recipes/boulaghmane-eh/,"Finished Boulaghmane, breakfast from Western Sahara, plated finished dish in warm natural light, inspectable texture, no text, no logos."
boulaghmane-eh,Boulaghmane,Western Sahara,breakfast,serving,Serving detail,boulaghmane-eh-2.webp,/tools/afrokitchen/recipes/boulaghmane-eh/,"Finished Boulaghmane, breakfast from Western Sahara, closer serving angle showing texture, garnish, side dish, and sauce."
boulaghmane-eh,Boulaghmane,Western Sahara,breakfast,ingredients,Ingredient setup,boulaghmane-eh-3.webp,/tools/afrokitchen/recipes/boulaghmane-eh/,"Finished Boulaghmane, breakfast from Western Sahara, key ingredients arranged naturally before cooking, bright kitchen light."
boulaghmane-eh,Boulaghmane,Western Sahara,breakfast,process,Cooking process,boulaghmane-eh-4.webp,/tools/afrokitchen/recipes/boulaghmane-eh/,"Finished Boulaghmane, breakfast from Western Sahara, mid-cooking pot or pan moment that explains the method."
boulaghmane-eh,Boulaghmane,Western Sahara,breakfast,table,Table context,boulaghmane-eh-5.webp,/tools/afrokitchen/recipes/boulaghmane-eh/,"Finished Boulaghmane, breakfast from Western Sahara, dish on table with realistic accompaniments and serving utensils."
sahrawi-couscous-eh,Sahrawi Vegetable Couscous,Western Sahara,main,hero,Finished dish hero,sahrawi-couscous-eh.webp,/tools/afrokitchen/recipes/sahrawi-couscous-eh/,"Finished Sahrawi Vegetable Couscous, main from Western Sahara, plated finished dish in warm natural light, inspectable texture, no text, no logos."
sahrawi-couscous-eh,Sahrawi Vegetable Couscous,Western Sahara,main,serving,Serving detail,sahrawi-couscous-eh-2.webp,/tools/afrokitchen/recipes/sahrawi-couscous-eh/,"Finished Sahrawi Vegetable Couscous, main from Western Sahara, closer serving angle showing texture, garnish, side dish, and sauce."
sahrawi-couscous-eh,Sahrawi Vegetable Couscous,Western Sahara,main,ingredients,Ingredient setup,sahrawi-couscous-eh-3.webp,/tools/afrokitchen/recipes/sahrawi-couscous-eh/,"Finished Sahrawi Vegetable Couscous, main from Western Sahara, key ingredients arranged naturally before cooking, bright kitchen light."
sahrawi-couscous-eh,Sahrawi Vegetable Couscous,Western Sahara,main,process,Cooking process,sahrawi-couscous-eh-4.webp,/tools/afrokitchen/recipes/sahrawi-couscous-eh/,"Finished Sahrawi Vegetable Couscous, main from Western Sahara, mid-cooking pot or pan moment that explains the method."
sahrawi-couscous-eh,Sahrawi Vegetable Couscous,Western Sahara,main,table,Table context,sahrawi-couscous-eh-5.webp,/tools/afrokitchen/recipes/sahrawi-couscous-eh/,"Finished Sahrawi Vegetable Couscous, main from Western Sahara, dish on table with realistic accompaniments and serving utensils."
zrig-eh,Zrig,Western Sahara,beverage,hero,Finished dish hero,zrig-eh.webp,/tools/afrokitchen/recipes/zrig-eh/,"Finished Zrig, beverage from Western Sahara, plated finished dish in warm natural light, inspectable texture, no text, no logos."
zrig-eh,Zrig,Western Sahara,beverage,serving,Serving detail,zrig-eh-2.webp,/tools/afrokitchen/recipes/zrig-eh/,"Finished Zrig, beverage from Western Sahara, closer serving angle showing texture, garnish, side dish, and sauce."
zrig-eh,Zrig,Western Sahara,beverage,ingredients,Ingredient setup,zrig-eh-3.webp,/tools/afrokitchen/recipes/zrig-eh/,"Finished Zrig, beverage from Western Sahara, key ingredients arranged naturally before cooking, bright kitchen light."
zrig-eh,Zrig,Western Sahara,beverage,process,Cooking process,zrig-eh-4.webp,/tools/afrokitchen/recipes/zrig-eh/,"Finished Zrig, beverage from Western Sahara, mid-cooking pot or pan moment that explains the method."
zrig-eh,Zrig,Western Sahara,beverage,table,Table context,zrig-eh-5.webp,/tools/afrokitchen/recipes/zrig-eh/,"Finished Zrig, beverage from Western Sahara, dish on table with realistic accompaniments and serving utensils."
chikanda,Chikanda,Zambia,snack,hero,Finished dish hero,chikanda.webp,/tools/afrokitchen/recipes/chikanda/,"Finished Chikanda, snack from Zambia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
chikanda,Chikanda,Zambia,snack,serving,Serving detail,chikanda-2.webp,/tools/afrokitchen/recipes/chikanda/,"Finished Chikanda, snack from Zambia, closer serving angle showing texture, garnish, side dish, and sauce."
chikanda,Chikanda,Zambia,snack,ingredients,Ingredient setup,chikanda-3.webp,/tools/afrokitchen/recipes/chikanda/,"Finished Chikanda, snack from Zambia, key ingredients arranged naturally before cooking, bright kitchen light."
chikanda,Chikanda,Zambia,snack,process,Cooking process,chikanda-4.webp,/tools/afrokitchen/recipes/chikanda/,"Finished Chikanda, snack from Zambia, mid-cooking pot or pan moment that explains the method."
chikanda,Chikanda,Zambia,snack,table,Table context,chikanda-5.webp,/tools/afrokitchen/recipes/chikanda/,"Finished Chikanda, snack from Zambia, dish on table with realistic accompaniments and serving utensils."
chikanda-zm,Chikanda,Zambia,snack,hero,Finished dish hero,chikanda-zm.webp,/tools/afrokitchen/recipes/chikanda-zm/,"Finished Chikanda, snack from Zambia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
chikanda-zm,Chikanda,Zambia,snack,serving,Serving detail,chikanda-zm-2.webp,/tools/afrokitchen/recipes/chikanda-zm/,"Finished Chikanda, snack from Zambia, closer serving angle showing texture, garnish, side dish, and sauce."
chikanda-zm,Chikanda,Zambia,snack,ingredients,Ingredient setup,chikanda-zm-3.webp,/tools/afrokitchen/recipes/chikanda-zm/,"Finished Chikanda, snack from Zambia, key ingredients arranged naturally before cooking, bright kitchen light."
chikanda-zm,Chikanda,Zambia,snack,process,Cooking process,chikanda-zm-4.webp,/tools/afrokitchen/recipes/chikanda-zm/,"Finished Chikanda, snack from Zambia, mid-cooking pot or pan moment that explains the method."
chikanda-zm,Chikanda,Zambia,snack,table,Table context,chikanda-zm-5.webp,/tools/afrokitchen/recipes/chikanda-zm/,"Finished Chikanda, snack from Zambia, dish on table with realistic accompaniments and serving utensils."
deleele-zm,Delele,Zambia,side,hero,Finished dish hero,deleele-zm.webp,/tools/afrokitchen/recipes/deleele-zm/,"Finished Delele, side from Zambia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
deleele-zm,Delele,Zambia,side,serving,Serving detail,deleele-zm-2.webp,/tools/afrokitchen/recipes/deleele-zm/,"Finished Delele, side from Zambia, closer serving angle showing texture, garnish, side dish, and sauce."
deleele-zm,Delele,Zambia,side,ingredients,Ingredient setup,deleele-zm-3.webp,/tools/afrokitchen/recipes/deleele-zm/,"Finished Delele, side from Zambia, key ingredients arranged naturally before cooking, bright kitchen light."
deleele-zm,Delele,Zambia,side,process,Cooking process,deleele-zm-4.webp,/tools/afrokitchen/recipes/deleele-zm/,"Finished Delele, side from Zambia, mid-cooking pot or pan moment that explains the method."
deleele-zm,Delele,Zambia,side,table,Table context,deleele-zm-5.webp,/tools/afrokitchen/recipes/deleele-zm/,"Finished Delele, side from Zambia, dish on table with realistic accompaniments and serving utensils."
kapenta,Kapenta,Zambia,side,hero,Finished dish hero,kapenta.webp,/tools/afrokitchen/recipes/kapenta/,"Finished Kapenta, side from Zambia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
kapenta,Kapenta,Zambia,side,serving,Serving detail,kapenta-2.webp,/tools/afrokitchen/recipes/kapenta/,"Finished Kapenta, side from Zambia, closer serving angle showing texture, garnish, side dish, and sauce."
kapenta,Kapenta,Zambia,side,ingredients,Ingredient setup,kapenta-3.webp,/tools/afrokitchen/recipes/kapenta/,"Finished Kapenta, side from Zambia, key ingredients arranged naturally before cooking, bright kitchen light."
kapenta,Kapenta,Zambia,side,process,Cooking process,kapenta-4.webp,/tools/afrokitchen/recipes/kapenta/,"Finished Kapenta, side from Zambia, mid-cooking pot or pan moment that explains the method."
kapenta,Kapenta,Zambia,side,table,Table context,kapenta-5.webp,/tools/afrokitchen/recipes/kapenta/,"Finished Kapenta, side from Zambia, dish on table with realistic accompaniments and serving utensils."
kapenta-stew-zm,Kapenta Stew,Zambia,seafood,hero,Finished dish hero,kapenta-stew-zm.webp,/tools/afrokitchen/recipes/kapenta-stew-zm/,"Finished Kapenta Stew, seafood from Zambia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
kapenta-stew-zm,Kapenta Stew,Zambia,seafood,serving,Serving detail,kapenta-stew-zm-2.webp,/tools/afrokitchen/recipes/kapenta-stew-zm/,"Finished Kapenta Stew, seafood from Zambia, closer serving angle showing texture, garnish, side dish, and sauce."
kapenta-stew-zm,Kapenta Stew,Zambia,seafood,ingredients,Ingredient setup,kapenta-stew-zm-3.webp,/tools/afrokitchen/recipes/kapenta-stew-zm/,"Finished Kapenta Stew, seafood from Zambia, key ingredients arranged naturally before cooking, bright kitchen light."
kapenta-stew-zm,Kapenta Stew,Zambia,seafood,process,Cooking process,kapenta-stew-zm-4.webp,/tools/afrokitchen/recipes/kapenta-stew-zm/,"Finished Kapenta Stew, seafood from Zambia, mid-cooking pot or pan moment that explains the method."
kapenta-stew-zm,Kapenta Stew,Zambia,seafood,table,Table context,kapenta-stew-zm-5.webp,/tools/afrokitchen/recipes/kapenta-stew-zm/,"Finished Kapenta Stew, seafood from Zambia, dish on table with realistic accompaniments and serving utensils."
nshima-ifisashi,Nshima with Ifisashi,Zambia,main,hero,Finished dish hero,nshima-ifisashi.webp,/tools/afrokitchen/recipes/nshima-ifisashi/,"Finished Nshima with Ifisashi, main from Zambia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
nshima-ifisashi,Nshima with Ifisashi,Zambia,main,serving,Serving detail,nshima-ifisashi-2.webp,/tools/afrokitchen/recipes/nshima-ifisashi/,"Finished Nshima with Ifisashi, main from Zambia, closer serving angle showing texture, garnish, side dish, and sauce."
